Call Sign,Call Sign.1,Vessel Name,Ship Type,Flag,Vessel Max Draft,Last Port,Next Port,Current Location,Enter Location,Exit Location,IMO,Berth,ATA,EDT,ADT,ETA,WaitingTime,MaxDraft,MaxLOA,BerthLength,ATA_day_Friday,ATA_day_Monday,ATA_day_Saturday,ATA_day_Sunday,ATA_day_Thursday,ATA_day_Tuesday,ATA_day_Wednesday,EDT_day_Friday,EDT_day_Monday,EDT_day_Saturday,EDT_day_Sunday,EDT_day_Thursday,EDT_day_Tuesday,EDT_day_Wednesday,ATA_shift,EDT_shift,ATA_season_autumn,ATA_season_spring,ATA_season_summer,ATA_season_winter,EDT_season_autumn,EDT_season_spring,EDT_season_summer,EDT_season_winter,ATA_inport,Length,Gross Tonnage,Breadth,ATA_berth_delay
3E3347,3E3347,SPIL NIRMALA,CONTAINER,PAN,9.5,KEELUNG,HO CHI MINH CITY,KC10,,,9367803,KC10,2024-09-30 11:08:00,2024-10-01 13:00:00,2024-09-30 22:34:00,2024-09-30 11:08:00,11.433333333333334,15.5,370.0,700.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,True,False,False,False,True,False,False,False,15,211.0,26638.0,29.0,14.433333333333334
OYAU2,OYAU2,GUDRUN MAERSK,CONTAINER,DEN,14.5,"YANTIAN, GD","NANSHA, PANYU",KC17,CIPBS,SNCPBW,9302877,KC17,2024-05-01 15:20:00,2024-05-02 18:30:00,2024-05-02 18:29:00,2024-05-01 15:20:00,27.15,16.5,400.0,300.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,3,False,True,False,False,False,True,False,False,9,366.0,98648.0,42.0,0.016666666666666666
V7MA4,V7MA4,ULTRA COUGAR,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MAR,7.31,"NANSHA, PANYU",OPEN SEA,SWLA,,,9702778,SWLA,2023-01-27 17:15:00,2023-01-28 16:52:00,2023-01-28 17:10:00,2023-01-27 17:15:00,23.916666666666668,7.5,400.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,3,False,False,False,True,False,False,False,True,2,229.0,43036.0,32.0,0.3
BOWK7,BOWK7,ZHONG XIN 7,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CHR,7.8,"FANGCHENG, GX","OTHER, UKRAINE",SELA,,,9476472,SWLA,2023-03-31 09:12:00,2023-03-31 22:00:00,2023-03-31 16:08:00,2023-03-31 09:12:00,6.933333333333334,7.5,400.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,3,False,True,False,False,False,True,False,False,5,229.0,51255.0,38.0,5.866666666666666
V2HL7,V2HL7,BF TIGER,CONTAINER,ABB,11.8,OPEN SEA,"XIAMEN, FJ",KC18,MB,MB,9303792,KC19,2024-10-08 07:43:00,2024-10-08 19:00:00,2024-10-09 00:05:00,2024-10-08 07:43:00,16.366666666666667,16.5,400.0,300.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,3,True,False,False,False,True,False,False,False,19,222.0,28592.0,30.0,5.083333333333333
BPBD,BPBD,XIN QIN HUANG DAO,CONTAINER,CHR,13.0,LAEM CHABANG,"XIAMEN, FJ",KC12,,,9304784,KC12,2023-02-02 18:19:00,2023-02-03 11:30:00,2023-02-03 09:30:00,2023-02-02 18:19:00,15.183333333333334,,370.0,338.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,3,2,False,False,False,True,False,False,False,True,5,279.0,66452.0,40.0,2.0
BPXO,BPXO,ZHONGHAIHUARUN 1,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CHR,7.2,"TAISHAN, GONGYI, GD",OPEN SEA,SWLA,,,9672870,SWLA,2024-04-13 07:12:00,2024-04-13 18:00:00,2024-04-13 14:20:00,2024-04-13 07:12:00,7.133333333333334,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,3,False,True,False,False,False,True,False,False,6,225.0,40913.0,32.0,3.6666666666666665
VRER6,VRER6,NEW VENTURE,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,HKG,9.5,SUBIC BAY,"CAILAN, VIETNAM",SWLA,,,9482483,SWLA,2023-01-21 00:07:00,2023-01-21 14:00:00,2023-01-21 14:04:00,2023-01-21 00:07:00,13.95,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,2,False,False,False,True,False,False,False,True,5,189.0,32505.0,32.0,0.06666666666666667
9HA5584,9HA5584,CMA CGM PERTH,CONTAINER,MTA,12.4,"SHEKOU, SHENZHEN",KEELUNG,KC9,TSK,WL,9477787,KC7,2024-09-23 10:15:00,2024-09-23 22:00:00,2024-09-23 19:42:00,2024-09-23 10:15:00,9.45,15.5,350.0,564.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,3,True,False,False,False,True,False,False,False,13,261.0,40542.0,32.0,2.3
9V7143,9V7143,WAN HAI 721,CONTAINER,SNG,11.8,KAOHSIUNG,"NINGBO, ZJ",KC8,WL,TSK,9398242,KC8,2024-10-09 21:29:00,2024-10-10 09:30:00,2024-10-10 10:43:00,2024-10-09 21:29:00,13.233333333333333,16.0,400.0,380.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2,True,False,False,False,True,False,False,False,21,304.0,75582.0,40.0,1.2166666666666666
H8NM,H8NM,LADY M&E,LIQUIFIED PETROLEUM GAS TANKER,PAN,5.8,BATANGAS,"JIANGYIN, JS",SLA,,,9364162,SLA,2024-10-03 15:36:00,2024-10-03 20:00:00,2024-10-03 23:25:00,2024-10-03 15:36:00,7.816666666666666,7.5,400.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2,3,True,False,False,False,True,False,False,False,15,96.0,2997.0,15.0,3.4166666666666665
3EHI,3EHI,TAICHUNG,CONTAINER,PAN,9.5,"NINGBO, ZJ",HAIPHONG,KC11,WL,LKTPBS,9194505,KC11,2024-09-30 23:39:00,2024-10-01 23:59:00,2024-10-01 09:52:00,2024-09-30 23:39:00,10.216666666666667,15.5,340.0,338.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,3,True,False,False,False,True,False,False,False,18,183.0,16705.0,27.0,14.116666666666667
9HA2432,9HA2432,AMALFI,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MTA,7.0,"TAISHAN, GONGYI, GD",OPEN SEA,SELA,,,9465801,SELA,2023-09-06 13:40:00,2023-09-07 14:00:00,2023-09-07 12:50:00,2023-09-06 13:40:00,23.166666666666668,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,2,True,False,False,False,True,False,False,False,4,225.0,40264.0,32.0,1.1666666666666667
VRMC6,VRMC6,TARAKAN EXPRESS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,HKG,10.4,"CAILAN, VIETNAM","RIZHAO, SD",SELA,,,9539999,SELA,2023-10-28 21:32:00,2023-10-28 23:00:00,2023-10-29 08:11:00,2023-10-28 21:32:00,10.65,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3,3,True,False,False,False,True,False,False,False,6,215.0,54588.0,37.0,9.183333333333334
9V5998,9V5998,CEZANNE,CONTAINER,SNG,11.4,"YANTIAN, SHENZHEN","SHANGHAI, SH",KC17,MB,MB,9697416,KC17,2023-07-15 19:59:00,2023-07-16 08:30:00,2023-07-16 18:07:00,2023-07-15 19:59:00,22.133333333333333,16.5,400.0,300.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,2,False,False,True,False,False,False,True,False,2,299.0,95128.0,48.0,9.616666666666667
3E4046,3E4046,EVER TOP,CONTAINER,PAN,13.8,"YANTIAN, SHENZHEN","YANTIAN, SHENZHEN",KC14,MB,MB,9665619,KC14,2024-05-07 10:00:00,2024-05-07 23:33:00,2024-05-08 05:58:00,2024-05-07 10:00:00,19.966666666666665,15.5,370.0,338.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,False,True,False,False,False,True,False,False,3,368.0,148667.0,51.0,6.416666666666667
V7PJ4,V7PJ4,OCEAN PEGASUS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MAR,8.0,NAGOYA,OPEN SEA,SELA,,,9354507,SELA,2024-10-09 21:16:00,2024-10-11 11:34:00,2024-10-10 07:09:00,2024-10-09 21:16:00,9.883333333333333,7.5,400.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,3,2,True,False,False,False,True,False,False,False,20,199.0,40547.0,32.0,28.416666666666668
D5VE2,D5VE2,MSC ARICA,CONTAINER,LIB,7.1,SINGAPORE,"SHANGHAI, SH",KC2,,,9619452,KC5,2023-08-08 06:53:00,2023-08-08 13:00:00,2023-08-08 15:19:00,2023-08-08 06:53:00,8.433333333333334,15.5,400.0,472.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,2,False,False,True,False,False,False,True,False,3,299.0,94017.0,48.0,2.316666666666667
V3NV9,V3NV9,XIN ZHONG RUI 17,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,BZE,4.5,"OTHER, INDONESIA","OTHER, CHINA (COAST)",SWLA,WL,LKTPBS,9577575,SWLA,2024-06-23 04:07:00,2024-06-23 08:00:00,2024-06-23 07:35:00,2024-06-23 04:07:00,3.466666666666667,7.5,400.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,2,False,False,True,False,False,False,True,False,8,225.0,9244.0,32.0,0.4166666666666667
9HA5021,9HA5021,CMA CGM WHITE SHARK,CONTAINER,MTA,10.3,"SHEKOU, SHENZHEN","XIAMEN, FJ",KC10,TSK,PT,9317975,KC10,2024-05-24 23:45:00,2024-05-25 09:30:00,2024-05-25 11:49:00,2024-05-24 23:45:00,12.066666666666666,15.5,370.0,700.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,2,False,True,False,False,False,True,False,False,6,294.0,54309.0,32.0,2.316666666666667
OYHL2,OYHL2,MAERSK ELBA,CONTAINER,DEN,11.55,"YANTIAN, SHENZHEN","YANTIAN, SHENZHEN",KC17,MB,SNCPBW,9458078,KC17,2023-06-29 10:37:00,2023-06-30 04:00:00,2023-06-30 06:39:00,2023-06-29 10:37:00,20.033333333333335,16.5,400.0,300.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2,1,False,False,True,False,False,False,True,False,5,366.0,141716.0,48.0,2.65
V3UN8,V3UN8,GUO SHUN 9,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,BZE,6.5,CUA LO,"TIANJIN XINGANG, TJ",SWLA,,,9503809,SWLA,2023-08-26 04:05:00,2023-08-26 12:00:00,2023-08-26 08:23:00,2023-08-26 04:05:00,4.3,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,2,False,False,True,False,False,False,True,False,6,140.0,8473.0,20.0,3.6166666666666667
5LBN9,5LBN9,MSC ELIZABETH III,CONTAINER,LIB,10.65,"QINZHOU, GX","SHANGHAI, SH",ELC,,,9215892,KC18,2024-04-26 11:38:00,2024-04-26 20:30:00,2024-04-26 23:03:00,2024-04-26 11:38:00,11.416666666666666,16.5,400.0,300.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,3,False,True,False,False,False,True,False,False,2,210.0,26718.0,30.0,2.55
OXLK2,OXLK2,MAERSK EMDEN,CONTAINER,DEN,11.3,"YANTIAN, GD","YANTIAN, SHENZHEN",KC18,MB,SNCPBW,9456769,KC18,2023-10-12 02:48:00,2023-10-12 17:00:00,2023-10-12 19:21:00,2023-10-12 02:48:00,16.55,16.5,400.0,300.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,3,True,False,False,False,True,False,False,False,7,366.0,141716.0,48.0,2.35
BSHC,BSHC,DA TANG 712,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CHR,7.0,JIEYANG,"OTHER, INDONESIA",SWLA,,,9649691,SELA,2024-04-30 07:59:00,2024-04-30 19:03:00,2024-04-30 17:44:00,2024-04-30 07:59:00,9.75,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,3,False,True,False,False,False,True,False,False,6,225.0,40913.0,32.0,1.3166666666666667
9V8480,9V8480,KOTA LEKAS,CONTAINER,SNG,10.6,"NANSHA, PANYU","NANSHA, PANYU",KC3,S,TSK,9625401,KC3,2024-08-24 16:20:00,2024-08-25 10:00:00,2024-08-25 11:56:00,2024-08-24 16:20:00,19.6,14.0,370.0,305.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,2,False,False,True,False,False,False,True,False,12,254.0,47933.0,37.0,1.9333333333333333
3FHB3,3FHB3,KMTC INCHEON,CONTAINER,PAN,9.5,"SHEKOU, SHENZHEN","SHANGHAI, SH",KC6,TSK,WL,9859911,KC6,2024-01-16 20:41:00,2024-01-17 07:30:00,2024-01-17 11:56:00,2024-01-16 20:41:00,15.25,14.2,350.0,564.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,1,False,False,False,True,False,False,False,True,3,172.0,17933.0,27.0,4.433333333333334
3E2450,3E2450,SHANGHAI VOYAGER,CONTAINER,PAN,10.9,"NINGBO, ZJ",SAIGON,WL,WL,LKTPBW,9536973,KC4,2023-07-25 14:53:00,2023-07-25 23:00:00,2023-07-26 03:54:00,2023-07-25 14:53:00,13.016666666666667,14.2,370.0,305.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,False,False,True,False,False,False,True,False,3,199.0,27061.0,32.0,4.9
DIGX2,DIGX2,MSC LA SPEZIA,CONTAINER,GER,12.2,"YANTIAN, SHENZHEN","NINGBO, ZJ",KC5,MB,MB,9461403,KC5,2023-04-02 01:32:00,2023-04-02 09:00:00,2023-04-02 14:32:00,2023-04-02 01:32:00,13.0,15.5,400.0,472.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,2,False,True,False,False,False,True,False,False,7,365.0,153115.0,51.0,5.533333333333333
3ECT9,3ECT9,CHEMROAD ROSE,"TANKER (CRUDE,FUEL,DIESEL,LUB)",PAN,7.1,"NANTONG, JS","NANSHA, PANYU",SLA,,,9317846,SLA,2023-01-22 04:55:00,2023-01-22 23:00:00,2023-01-22 13:35:00,2023-01-22 04:55:00,8.666666666666666,7.5,400.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,3,False,False,False,True,False,False,False,True,2,170.0,18734.0,25.0,9.416666666666666
D5YU8,D5YU8,TORRANCE ,CONTAINER,LIB,12.6,"YANTIAN, SHENZHEN","SHEKOU, SHENZHEN",KC9,CIPBS,MB,9218650,KC8,2024-05-09 11:45:00,2024-05-09 22:00:00,2024-05-10 00:36:00,2024-05-09 11:45:00,12.85,16.0,400.0,380.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2,3,False,True,False,False,False,True,False,False,7,277.0,65792.0,40.0,2.6
3EZV,3EZV,MCC CEBU,CONTAINER,PAN,7.57,HO CHI MINH CITY,"YANTIAN, GD",KC18,MB,MB,9823730,KC18,2024-08-18 05:32:00,2024-08-18 12:00:00,2024-08-18 12:26:00,2024-08-18 05:32:00,6.9,16.5,400.0,300.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,2,False,False,True,False,False,False,True,False,3,185.0,32828.0,36.0,0.43333333333333335
HSB6277,HSB6277,ANIKA,CHEMICAL,THA,5.5,"CHIWAN, SHENZHEN","OTHER, INDONESIA",SLA,TSK,WL,9461714,SLA,2024-06-07 14:30:00,2024-06-08 10:00:00,2024-06-08 10:56:00,2024-06-07 14:30:00,20.433333333333334,7.5,400.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,2,False,False,True,False,False,False,True,False,4,127.0,8506.0,20.0,0.9333333333333333
D5QZ4,D5QZ4,THALASSA DOXA,CONTAINER,LIB,13.6,"XIAMEN, FJ","YANTIAN, SHENZHEN",KC14,MB,MB,9667174,KC14,2023-07-09 02:29:00,2023-07-09 23:00:00,2023-07-09 10:37:00,2023-07-09 02:29:00,8.133333333333333,15.5,370.0,338.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,3,False,False,True,False,False,False,True,False,3,368.0,148667.0,51.0,12.383333333333333
BKKF,BKKF,EVER LUNAR,CONTAINER,CHT,12.8,"YANTIAN, SHENZHEN","YANTIAN, SHENZHEN",KC13,MB,MB,9629093,KC13,2024-07-29 21:50:00,2024-07-30 23:00:00,2024-07-31 06:58:00,2024-07-29 21:50:00,33.13333333333333,15.5,370.0,338.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,3,False,False,True,False,False,False,True,False,6,334.0,99946.0,45.0,7.966666666666667
3EZF2,3EZF2,EASLINE ZHANGJIAGANG,"TANKER (CRUDE,FUEL,DIESEL,LUB)",PAN,6.2,"XIAMEN, FJ","OTHER, CHINA (COAST)",SLA,,,9321134,SLA,2023-08-28 15:17:00,2023-08-28 20:00:00,2023-08-28 21:38:00,2023-08-28 15:17:00,6.35,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,3,False,False,True,False,False,False,True,False,3,128.0,8560.0,20.0,1.6333333333333333
3ECE8,3ECE8,FP ACE III,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,7.7,"NANTONG, JS",SINGAPORE,SELA,,,9287211,SELA,2023-08-14 05:01:00,2023-08-15 12:30:00,2023-08-14 14:10:00,2023-08-14 05:01:00,9.15,7.5,400.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,2,False,False,True,False,False,False,True,False,2,210.0,43591.0,32.0,22.333333333333332
9VFK8,9VFK8,LOUISA SCHULTE,CONTAINER,SNG,8.5,"SHANGHAI, SH","NINGBO, ZJ",KC13,WL,TSK,9435674,KC13,2023-07-21 17:01:00,2023-07-22 23:00:00,2023-07-22 10:01:00,2023-07-21 17:01:00,17.0,15.5,370.0,338.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,3,False,False,True,False,False,False,True,False,6,175.0,18321.0,27.0,12.983333333333333
VRGV9,VRGV9,COSCO MALAYSIA,CONTAINER,HKG,12.0,"XIAMEN, FJ","NINGBO, ZJ",KC12,MB,MB,9448774,KC12,2023-06-01 05:28:00,2023-06-01 22:30:00,2023-06-01 22:05:00,2023-06-01 05:28:00,16.616666666666667,,370.0,338.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,3,False,False,True,False,False,False,True,False,4,334.0,91051.0,42.0,0.4166666666666667
A8TQ4,A8TQ4,BUXFAVOURITE,CONTAINER,LIB,10.0,CASABLANCA,OPEN SEA,PT,WL,TSK,9150212,SELA,2023-02-01 22:01:00,2023-02-02 10:50:00,2023-02-02 05:07:00,2023-02-01 22:01:00,7.1,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2,False,False,False,True,False,False,False,True,5,208.0,25713.0,29.0,5.716666666666667
3EQP7,3EQP7,EVER VANTAGE,GENERAL / HEAVY LIFT CARGO,PAN,5.2,HAIPHONG,DAESAN,SWLA,,,9449314,SWLA,2024-10-10 08:23:00,2024-10-10 19:00:00,2024-10-10 16:59:00,2024-10-10 08:23:00,8.6,7.5,400.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2,3,True,False,False,False,True,False,False,False,27,119.0,8714.0,19.0,2.0166666666666666
2BOW4,2BOW4,COSCO SINGAPORE,CONTAINER,GBI,11.6,"SHEKOU, SHENZHEN","SHEKOU, SHENZHEN",KC11,TSK,WL,9221102,KC11,2024-10-06 00:59:00,2024-10-06 14:00:00,2024-10-06 12:58:00,2024-10-06 00:59:00,11.983333333333333,15.5,340.0,338.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,2,True,False,False,False,True,False,False,False,13,280.0,65531.0,39.0,1.0333333333333334
VRMN8,VRMN8,COSCO AQABA,CONTAINER,HKG,10.7,"NANSHA, PANYU","NANSHA, PANYU",KC12,S,TSK,9518359,KC12,2024-08-27 05:44:00,2024-08-27 19:30:00,2024-08-27 15:51:00,2024-08-27 05:44:00,10.116666666666667,,370.0,338.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,3,False,False,True,False,False,False,True,False,10,261.0,40465.0,32.0,3.65
9V7838,9V7838,KOTA CARUM,CONTAINER,SNG,12.0,"SHEKOU, SHENZHEN","SHANGHAI, SH",WA,TSK,WL,9494577,KC3,2024-05-08 09:17:00,2024-05-09 04:00:00,2024-05-09 05:05:00,2024-05-08 09:17:00,19.8,14.0,370.0,305.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,1,False,True,False,False,False,True,False,False,7,299.0,76097.0,40.0,1.0833333333333333
3FRM4,3FRM4,SEACON RIZHAO,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,8.6,"SHEKOU, SHENZHEN","SHEKOU, SHENZHEN",PSSA,TSK,WL,9588433,SELA,2024-07-18 10:45:00,2024-07-18 23:00:00,2024-07-18 19:42:00,2024-07-18 10:45:00,8.95,7.5,400.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2,3,False,False,True,False,False,False,True,False,7,155.0,12979.0,22.0,3.3
9HA2037,9HA2037,KIRAN EUROPE,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MTA,7.8,"SHANGHAI, SH",ANTWERP,SELA,,,9491197,SELA,2023-02-06 01:21:00,2023-02-06 09:00:00,2023-02-06 07:16:00,2023-02-06 01:21:00,5.916666666666667,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,2,False,False,False,True,False,False,False,True,3,189.0,33044.0,32.0,1.7333333333333334
9HA2682,9HA2682,UMM SALAL,CONTAINER,MTA,12.2,"SHEKOU, SHENZHEN",QINGDAO,KC2,LKTPBW,PT,9525857,KC2,2023-05-15 00:59:00,2023-05-15 16:00:00,2023-05-15 17:01:00,2023-05-15 00:59:00,16.033333333333335,15.5,370.0,305.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,3,False,True,False,False,False,True,False,False,7,365.0,141077.0,51.0,1.0166666666666666
T8A3410,T8A3410,APOLLO A,GENERAL / HEAVY LIFT CARGO,ROP,7.9,"NANTONG, JS",GRESIK,PT,,,9363431,SELA,2023-09-14 15:44:00,2023-09-15 03:00:00,2023-09-14 20:45:00,2023-09-14 15:44:00,5.016666666666667,7.5,400.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2,1,True,False,False,False,True,False,False,False,4,103.0,6925.0,18.0,6.25
CQIU6,CQIU6,AS COLUMBIA,CONTAINER,PTG,10.5,SURABAYA,SINGAPORE,KC7,WL,TSK,9320037,KC12,2024-10-05 07:31:00,2024-10-05 23:30:00,2024-10-05 23:36:00,2024-10-05 07:31:00,16.083333333333332,,370.0,338.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,3,True,False,False,False,True,False,False,False,9,221.0,27971.0,29.0,0.1
BPQB,BPQB,ZHEN HUA 12,OTHER,CHR,4.4,"NANTONG, JS","SHANGHAI, SH",KC20,MB,CIPBS,9546136,KC20,2024-05-23 07:44:00,2024-05-24 18:00:00,2024-05-24 17:54:00,2024-05-23 07:44:00,34.166666666666664,15.5,310.0,340.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1,3,False,True,False,False,False,True,False,False,6,137.0,11630.0,34.0,0.1
3E2464,3E2464,OCEAN AGLAIA,"TANKER (CRUDE,FUEL,DIESEL,LUB)",PAN,9.5,MAILIAO,MUMBAI,SLA,,,9182796,SLA,2023-10-12 16:24:00,2023-10-12 22:00:00,2023-10-13 03:40:00,2023-10-12 16:24:00,11.266666666666667,7.5,400.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3,3,True,False,False,False,True,False,False,False,7,144.0,11377.0,23.0,5.666666666666667
3ETY3,3ETY3,MSC IMMA III,CONTAINER,PAN,8.6,"SHEKOU, SHENZHEN","SHEKOU, SHENZHEN",KC17,MB,MB,9124366,KC17,2024-04-29 23:11:00,2024-04-30 07:00:00,2024-04-30 06:55:00,2024-04-29 23:11:00,7.733333333333333,16.5,400.0,300.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,1,False,True,False,False,False,True,False,False,3,201.0,30495.0,32.0,0.08333333333333333
5BZK3,5BZK3,HYUNDAI TOKYO,CONTAINER,CYP,10.8,"SHEKOU, SHENZHEN",PUSAN,KC8,TSK,WL,9305673,KC8,2023-01-11 04:46:00,2023-01-11 16:00:00,2023-01-11 20:43:00,2023-01-11 04:46:00,15.95,16.0,400.0,380.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,3,False,False,False,True,False,False,False,True,4,303.0,74651.0,40.0,4.716666666666667
VRKB8,VRKB8,MAERSK LIRQUEN,CONTAINER,HKG,12.7,"NINGBO, ZJ",SINGAPORE,KC18,,,9526887,KC18,2023-05-14 22:39:00,2023-05-15 09:00:00,2023-05-15 10:10:00,2023-05-14 22:39:00,11.516666666666667,16.5,400.0,300.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3,2,False,True,False,False,False,True,False,False,6,299.0,89097.0,45.0,1.1666666666666667
9V7332,9V7332,KOTA HENING,CONTAINER,SNG,9.2,"NANSHA, PANYU",LAE,KC3,,,9278909,KC3,2024-09-17 23:21:00,2024-09-18 14:00:00,2024-09-18 14:29:00,2024-09-17 23:21:00,15.133333333333333,14.0,370.0,305.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,2,True,False,False,False,True,False,False,False,12,159.0,13497.0,25.0,0.48333333333333334
A8MO9,A8MO9,CHEMTRANS CANCALE,"TANKER (CRUDE,FUEL,DIESEL,LUB)",LIB,14.0,SINGAPORE,SINGAPORE,SLA,WL,TSK,9372858,SLA,2024-02-03 19:31:00,2024-02-06 09:00:00,2024-02-06 12:27:00,2024-02-03 19:31:00,64.93333333333334,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,2,False,False,False,True,False,False,False,True,4,228.0,42010.0,32.0,3.45
HOFF,HOFF,HIBISCUS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,6.5,"QUANZHOU, FJ",SINGAPORE,SELA,,,9250581,SELA,2024-01-20 20:19:00,2024-01-21 00:00:00,2024-01-21 07:33:00,2024-01-20 20:19:00,11.233333333333333,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,1,False,False,False,True,False,False,False,True,5,189.0,27658.0,32.0,7.55
VRHO2,VRHO2,SEASPAN OSAKA,CONTAINER,HKG,10.1,OPEN SEA,"SHEKOU, SHENZHEN",KC10,WL,LKTPBS,9486116,KC10,2024-10-05 09:44:00,2024-10-05 20:00:00,2024-10-05 17:32:00,2024-10-05 09:44:00,7.8,15.5,370.0,700.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,3,True,False,False,False,True,False,False,False,11,269.0,46444.0,35.0,2.466666666666667
9V8080,9V8080,WAN HAI 308,CONTAINER,SNG,11.2,"NANSHA, PANYU",KAOHSIUNG,KC10,WL,LKTPBW,9536985,KC7,2024-08-24 09:06:00,2024-08-24 17:00:00,2024-08-24 18:58:00,2024-08-24 09:06:00,9.866666666666667,15.5,350.0,564.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,3,False,False,True,False,False,False,True,False,7,199.0,27061.0,32.0,1.9666666666666666
3E2505,3E2505,SENTOSA 66,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,6.9,"ZHUHAI, GD","TABONEO, INDONESIA",SWLA,,,9230141,SWLA,2023-03-29 02:49:00,2023-03-29 12:00:00,2023-03-29 07:45:00,2023-03-29 02:49:00,4.933333333333334,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,2,False,True,False,False,False,True,False,False,5,224.0,39056.0,32.0,4.25
